region,product_id,product_name,total_revenue
east,2034,clothing-feel,1988.0900000000001
east,2035,home-according,6119.93
east,2036,electronics-candidate,3269.7
east,2037,clothing-meeting,9003.5
east,2038,office-soon,15380.07
east,2039,clothing-need,2343.46
east,2040,clothing-determine,694.25
east,2041,home-assume,7720.42
east,2042,clothing-lawyer,3251.63
east,2043,electronics-practice,16333.51
east,2044,office-society,3881.7400000000002
east,2045,office-next,499.42
east,2046,clothing-worry,167.15
east,2047,clothing-hair,5393.18
east,2048,electronics-candidate,4971.06
east,2049,office-easy,7894.65
east,2050,electronics-young,2502.85
east,2051,home-century,3038.59
east,2052,office-year,7897.610000000001
east,2053,home-ground,6528.599999999999
east,2054,electronics-above,6033.42
east,2055,clothing-politics,954.74
east,2056,office-about,8343.05
east,2057,clothing-identify,7384.97
east,2058,home-wear,15335.25
east,2059,electronics-clear,7117.5
east,2060,office-term,5839.83
east,2061,home-quite,3658.54
east,2062,office-receive,11210.41
east,2063,home-good,1767.8700000000001
east,2064,electronics-stop,3734.3199999999997
east,2065,office-animal,5220.77
east,2066,office-occur,3612.42
east,2067,clothing-remain,1862.08
east,2068,home-read,9514.779999999999
east,2069,clothing-garden,1022.52
east,2070,clothing-about,492.18
east,2071,clothing-success,9534.98
east,2072,electronics-become,4707.360000000001
east,2073,clothing-executive,3196.35
east,2074,clothing-strong,3693.2
east,2075,electronics-letter,23341.14
east,2076,clothing-affect,12332.880000000001
east,2077,office-ball,9101.65
east,2078,electronics-film,2541.98
east,2079,office-who,16254.24
east,2080,office-doctor,3162.59
east,2081,office-light,12685.74
east,2082,office-figure,4078.9800000000005
east,2083,clothing-cut,13750.06
east,2084,office-stuff,3382.2
east,2085,electronics-officer,2348.86
east,2086,home-of,16272.62
east,2087,electronics-rather,3600.63
east,2088,office-evening,12200.82
east,2089,electronics-action,6368.21
east,2090,office-staff,1418.46
east,2091,office-mrs,13949.17
east,2092,electronics-add,4725.66
east,2093,home-real,12699.79
east,2094,office-fight,3946.8
east,2095,home-seem,5300.53
east,2096,office-discuss,10217.14
east,2097,office-recent,13220.970000000001
east,2098,clothing-trouble,5265.6
east,2099,electronics-several,6075.41
north,2000,electronics-be,14442.72
north,2001,electronics-be,1896.81
north,2002,office-family,866.0
north,2003,electronics-training,3235.5099999999998
north,2004,office-where,5934.4
north,2006,office-class,0.0
north,2007,clothing-over,3266.9799999999996
north,2008,electronics-skin,126.52000000000001
north,2009,office-raise,517.22
north,2010,electronics-themselves,638.29
north,2011,electronics-religious,3728.63
north,2012,clothing-artist,4860.88
north,2013,office-cultural,5986.3
north,2014,clothing-eat,862.05
north,2015,office-itself,6142.2300000000005
north,2016,home-he,2874.88
north,2017,electronics-feeling,2643.09
north,2018,electronics-nature,5585.28
north,2019,home-history,4202.69
north,2020,electronics-share,4246.88
north,2021,clothing-skill,4594.76
north,2022,home-economy,1208.12
north,2023,home-yeah,5825.15
north,2024,clothing-paper,1627.94
north,2025,electronics-assume,754.98
north,2026,clothing-use,1057.8
north,2027,home-purpose,232.75
north,2028,electronics-take,7591.49
north,2030,clothing-first,1427.75
north,2031,office-develop,6161.77
north,2032,electronics-there,6619.200000000001
north,2033,clothing-argue,5770.12
north,2034,clothing-feel,217.87
north,2035,home-according,1709.98
north,2036,electronics-candidate,1743.84
north,2037,clothing-meeting,1440.56
north,2038,office-soon,5095.81
north,2039,clothing-need,9959.68
north,2040,clothing-determine,183.06
north,2041,home-assume,4825.26
north,2042,clothing-lawyer,167.61
north,2043,electronics-practice,2270.9700000000003
north,2044,office-society,1349.27
north,2045,office-next,1623.1200000000001
north,2046,clothing-worry,441.28000000000003
north,2047,clothing-hair,2612.84
north,2048,electronics-candidate,1394.7600000000002
north,2049,office-easy,6672.860000000001
north,2050,electronics-young,2185.33
north,2051,home-century,93.86
north,2052,office-year,14332.7
north,2053,home-ground,12203.0
north,2055,clothing-politics,194.18
north,2056,office-about,7346.08
north,2057,clothing-identify,2097.5
north,2058,home-wear,3067.05
north,2059,electronics-clear,5325.32
north,2060,office-term,3593.74
north,2061,home-quite,1559.38
north,2062,office-receive,14988.51
north,2063,home-good,4640.66
north,2064,electronics-stop,3969.54
north,2065,office-animal,4703.4
north,2066,office-occur,4128.4800000000005
north,2067,clothing-remain,3811.4399999999996
north,2068,home-read,1968.58
north,2069,clothing-garden,1324.62
north,2070,clothing-about,157.22
north,2071,clothing-success,5044.3099999999995
north,2072,electronics-become,1008.72
north,2073,clothing-executive,4494.87
north,2074,clothing-strong,2638.0
north,2075,electronics-letter,7025.76
north,2076,clothing-affect,3224.28
north,2077,office-ball,5112.66
north,2078,electronics-film,695.8499999999999
north,2079,office-who,11121.32
north,2080,office-doctor,7407.110000000001
north,2081,office-light,6268.25
north,2082,office-figure,6451.72
north,2083,clothing-cut,2458.12
north,2084,office-stuff,281.85
north,2085,electronics-officer,3414.32
north,2086,home-of,11712.710000000001
north,2087,electronics-rather,1115.24
north,2088,office-evening,709.35
north,2089,electronics-action,1943.55
north,2090,office-staff,200.59
north,2091,office-mrs,5887.63
north,2092,electronics-add,6461.610000000001
north,2093,home-real,7257.040000000001
north,2094,office-fight,3453.45
north,2095,home-seem,10502.91
north,2096,office-discuss,1344.36
north,2097,office-recent,4968.39
north,2098,clothing-trouble,12619.25
north,2099,electronics-several,3877.92
south,2001,electronics-be,989.64
south,2002,office-family,6754.8
south,2003,electronics-training,1386.65
south,2004,office-where,3709.0
south,2005,office-huge,1972.3899999999999
south,2007,clothing-over,4083.73
south,2008,electronics-skin,466.13
south,2009,office-raise,517.22
south,2010,electronics-themselves,778.4
south,2011,electronics-religious,3195.9700000000003
south,2012,clothing-artist,1682.61
south,2013,office-cultural,1870.72
south,2014,clothing-eat,837.4200000000001
south,2015,office-itself,4049.82
south,2016,home-he,872.15
south,2017,electronics-feeling,834.66
south,2018,electronics-nature,1952.1399999999999
south,2019,home-history,933.93
south,2020,electronics-share,2405.31
south,2021,clothing-skill,668.33
south,2022,home-economy,4094.2
south,2023,home-yeah,2630.71
south,2024,clothing-paper,994.1600000000001
south,2025,electronics-assume,671.09
south,2026,clothing-use,211.56
south,2027,home-purpose,1887.8600000000001
south,2028,electronics-take,4082.82
south,2030,clothing-first,1529.73
south,2031,office-develop,904.48
south,2032,electronics-there,2269.44
south,2034,clothing-feel,1089.36
south,2035,home-according,899.99
south,2036,electronics-candidate,2681.16
south,2037,clothing-meeting,324.13
south,2038,office-soon,5929.67
south,2039,clothing-need,878.8
south,2040,clothing-determine,207.24
south,2041,home-assume,0.0
south,2043,electronics-practice,11616.880000000001
south,2044,office-society,1100.17
south,2045,office-next,842.78
south,2046,clothing-worry,143.75
south,2047,clothing-hair,1942.88
south,2048,electronics-candidate,1716.63
south,2049,office-easy,939.84
south,2050,electronics-young,2166.65
south,2052,office-year,1170.02
south,2053,home-ground,3660.9
south,2054,electronics-above,0.0
south,2055,clothing-politics,156.43
south,2056,office-about,944.5
south,2057,clothing-identify,5637.03
south,2058,home-wear,4667.25
south,2059,electronics-clear,4608.45
south,2061,home-quite,799.68
south,2062,office-receive,2972.9300000000003
south,2063,home-good,441.97
south,2064,electronics-stop,2616.96
south,2065,office-animal,1787.29
south,2066,office-occur,1754.6
south,2067,clothing-remain,1134.71
south,2068,home-read,1476.43
south,2069,clothing-garden,232.39
south,2070,clothing-about,167.48
south,2071,clothing-success,1968.51
south,2072,electronics-become,2731.95
south,2073,clothing-executive,2247.44
south,2074,clothing-strong,4088.8999999999996
south,2075,electronics-letter,4683.84
south,2076,clothing-affect,4836.42
south,2077,office-ball,1797.86
south,2078,electronics-film,653.25
south,2079,office-who,3707.1099999999997
south,2080,office-doctor,9987.119999999999
south,2081,office-light,5671.2699999999995
south,2082,office-figure,2399.4
south,2083,clothing-cut,2227.66
south,2084,office-stuff,901.92
south,2085,electronics-officer,0.0
south,2087,electronics-rather,1752.52
south,2088,office-evening,0.0
south,2089,electronics-action,4879.54
south,2090,office-staff,408.35
south,2092,electronics-add,771.54
south,2093,home-real,755.94
south,2094,office-fight,7202.91
south,2095,home-seem,2453.9500000000003
south,2096,office-discuss,3360.8999999999996
south,2097,office-recent,6063.12
south,2098,clothing-trouble,8261.52
south-west,2000,electronics-be,5718.93
south-west,2004,office-where,3709.0
south-west,2005,office-huge,0.0
south-west,2006,office-class,792.0
south-west,2007,clothing-over,4667.12
south-west,2008,electronics-skin,399.54
south-west,2009,office-raise,0.0
south-west,2010,electronics-themselves,420.34000000000003
south-west,2011,electronics-religious,819.48
south-west,2012,clothing-artist,1744.93
south-west,2013,office-cultural,4676.8
south-west,2014,clothing-eat,0.0
south-west,2015,office-itself,6412.22
south-west,2016,home-he,4102.35
south-west,2017,electronics-feeling,741.92
south-west,2018,electronics-nature,3036.66
south-west,2019,home-history,1494.28
south-west,2020,electronics-share,2254.98
south-west,2021,clothing-skill,0.0
south-west,2022,home-economy,2416.25
south-west,2023,home-yeah,1503.26
south-west,2024,clothing-paper,919.6
south-west,2025,electronics-assume,1733.6399999999999
south-west,2026,clothing-use,1269.3600000000001
south-west,2027,home-purpose,0.0
south-west,2028,electronics-take,510.35
south-west,2029,home-yourself,27.02
south-west,2030,clothing-first,1189.79
south-west,2031,office-develop,4183.22
south-west,2032,electronics-there,3782.4
south-west,2033,clothing-argue,2257.88
south-west,2035,home-according,1709.98
south-west,2036,electronics-candidate,2245.19
south-west,2037,clothing-meeting,288.11
south-west,2038,office-soon,4076.64
south-west,2039,clothing-need,2636.39
south-west,2040,clothing-determine,193.42000000000002
south-west,2041,home-assume,2171.37
south-west,2042,clothing-lawyer,335.22
south-west,2043,electronics-practice,9607.95
south-west,2044,office-society,1017.1400000000001
south-west,2045,office-next,280.93
south-west,2046,clothing-worry,127.03
south-west,2047,clothing-hair,1406.92
south-west,2049,office-easy,4981.150000000001
south-west,2050,electronics-young,915.22
south-west,2051,home-century,563.14
south-west,2052,office-year,2120.65
south-west,2053,home-ground,4515.11
south-west,2054,electronics-above,7204.08
south-west,2055,clothing-politics,0.0
south-west,2056,office-about,2518.66
south-west,2057,clothing-identify,2315.99
south-west,2058,home-wear,666.75
south-west,2059,electronics-clear,1536.15
south-west,2060,office-term,3675.42
south-west,2061,home-quite,499.8
south-west,2062,office-receive,3716.1600000000003
south-west,2064,electronics-stop,294.04
south-west,2065,office-animal,1411.02
south-west,2066,office-occur,2270.66
south-west,2068,home-read,2952.86
south-west,2069,clothing-garden,1533.77
south-west,2070,clothing-about,88.87
south-west,2071,clothing-success,1845.48
south-west,2072,electronics-become,1260.9
south-west,2073,clothing-executive,2497.15
south-west,2074,clothing-strong,0.0
south-west,2075,electronics-letter,1561.28
south-west,2076,clothing-affect,0.0
south-west,2077,office-ball,1123.66
south-west,2079,office-who,2661.51
south-west,2080,office-doctor,12067.77
south-west,2081,office-light,596.98
south-west,2082,office-figure,239.94
south-west,2083,clothing-cut,7067.07
south-west,2084,office-stuff,1409.25
south-west,2085,electronics-officer,2082.5
south-west,2086,home-of,5364.6
south-west,2087,electronics-rather,127.46
south-west,2089,electronics-action,3142.76
south-west,2090,office-staff,458.5
south-west,2091,office-mrs,2717.37
south-west,2092,electronics-add,3954.13
south-west,2093,home-real,6047.52
south-west,2094,office-fight,5722.860000000001
south-west,2095,home-seem,3435.5299999999997
south-west,2096,office-discuss,5511.88
south-west,2098,clothing-trouble,4448.51
south-west,2099,electronics-several,1615.8
west,2000,electronics-be,6591.3099999999995
west,2001,electronics-be,4535.85
west,2003,electronics-training,2503.66
west,2004,office-where,8901.6
west,2005,office-huge,1200.58
west,2006,office-class,1861.2
west,2007,clothing-over,2858.61
west,2008,electronics-skin,372.90000000000003
west,2009,office-raise,477.44
west,2010,electronics-themselves,272.44
west,2011,electronics-religious,1229.22
west,2012,clothing-artist,3115.95
west,2013,office-cultural,19455.489999999998
west,2014,clothing-eat,1724.1
west,2015,office-itself,674.97
west,2016,home-he,1808.9099999999999
west,2017,electronics-feeling,2689.46
west,2018,electronics-nature,2169.04
west,2019,home-history,2615.0
west,2020,electronics-share,2593.23
west,2021,clothing-skill,4093.5099999999998
west,2022,home-economy,2684.72
west,2023,home-yeah,7986.09
west,2024,clothing-paper,472.23
west,2025,electronics-assume,3383.41
west,2026,clothing-use,423.12
west,2027,home-purpose,982.72
west,2028,electronics-take,5231.110000000001
west,2029,home-yourself,117.53999999999999
west,2030,clothing-first,1053.81
west,2031,office-develop,4748.52
west,2032,electronics-there,11063.52
west,2033,clothing-argue,836.25
west,2034,clothing-feel,326.81
west,2035,home-according,3599.96
west,2036,electronics-candidate,1809.2399999999998
west,2037,clothing-meeting,648.25
west,2038,office-soon,10562.21
west,2039,clothing-need,1952.88
west,2040,clothing-determine,435.2
west,2041,home-assume,4021.05
west,2042,clothing-lawyer,1173.27
west,2043,electronics-practice,873.45
west,2044,office-society,373.64
west,2045,office-next,1373.42
west,2046,clothing-worry,501.45000000000005
west,2047,clothing-hair,4388.24
west,2048,electronics-candidate,4935.3
west,2049,office-easy,7988.639999999999
west,2050,electronics-young,1681.02
west,2051,home-century,1349.18
west,2052,office-year,3510.05
west,2053,home-ground,5003.23
west,2054,electronics-above,8825.0
west,2055,clothing-politics,140.24
west,2056,office-about,6978.780000000001
west,2057,clothing-identify,6729.5
west,2058,home-wear,7534.27
west,2059,electronics-clear,921.69
west,2060,office-term,4410.5
west,2061,home-quite,639.74
west,2062,office-receive,2849.06
west,2063,home-good,5966.57
west,2064,electronics-stop,2293.51
west,2065,office-animal,1881.36
west,2066,office-occur,6760.379999999999
west,2067,clothing-remain,261.86
west,2068,home-read,7382.16
west,2069,clothing-garden,1952.07
west,2070,clothing-about,133.3
west,2071,clothing-success,3383.38
west,2072,electronics-become,3404.43
west,2073,clothing-executive,3995.44
west,2074,clothing-strong,7056.65
west,2075,electronics-letter,2654.1800000000003
west,2076,clothing-affect,5239.45
west,2077,office-ball,898.93
west,2078,electronics-film,383.43
west,2079,office-who,7889.49
west,2080,office-doctor,13565.85
west,2081,office-light,7462.2
west,2082,office-figure,1732.9
west,2083,clothing-cut,5838.0199999999995
west,2084,office-stuff,1099.22
west,2085,electronics-officer,1695.0500000000002
west,2086,home-of,7152.8
west,2087,electronics-rather,1242.6999999999998
west,2088,office-evening,0.0
west,2089,electronics-action,3225.46
west,2090,office-staff,487.15
west,2091,office-mrs,4528.95
west,2093,home-real,1360.69
west,2094,office-fight,5377.52
west,2095,home-seem,1472.37
west,2097,office-recent,4378.92
west,2098,clothing-trouble,9986.46
west,2099,electronics-several,7109.52
