TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountPercentage,PaymentType
300,2025-05-04,1078,2057,404,1.0,393.28,15,cash
301,2025-05-04,1176,2056,403,3.0,524.72,15,cash
302,2025-05-04,1010,2093,403,3.0,0,5,debit
303,2025-05-04,1070,2081,401,0.0,1492.44,5,debit
304,2025-05-04,1171,2081,404,2.0,596.98,20,storecredit
305,2025-05-04,1131,2095,402,0.0,1472.37,5,debit
306,2025-05-04,1036,2077,404,0.0,1123.66,15,cash
307,2025-05-04,1032,2008,402,2.0,106.54,20,storecredit
308,2025-05-04,1092,2049,401,1.0,0,20,storecredit
309,2025-05-04,1173,2057,403,2.0,349.58,20,storecredit
310,2025-05-04,1113,2097,401,1.0,757.89,5,debit
311,2025-05-04,1135,2046,404,2.0,80.23,15,cash
312,2025-05-04,1166,2035,402,0.0,899.99,15,cash
313,2025-05-04,1006,2094,402,3.0,1480.05,15,cash
314,2025-05-04,1132,2049,401,2.0,1503.74,5,debit
315,2025-05-04,1198,2033,404,1.0,2257.88,5,debit
316,2025-05-04,1156,2036,404,1.0,784.73,20,storecredit
317,2025-05-04,1031,2017,401,3.0,0,5,debit
318,2025-05-04,1044,2091,404,0.0,1811.58,15,cash
319,2025-05-04,1174,2040,403,0.0,34.54,20,storecredit
320,2025-05-04,1140,2069,403,2.0,557.74,20,storecredit
321,2025-05-04,1040,2091,402,2.0,724.63,20,storecredit
322,2025-05-04,1130,2028,401,1.0,574.15,5,debit
323,2025-05-04,1035,2030,404,0.0,339.94,15,cash
324,2025-05-04,1092,2070,403,3.0,102.54,15,cash
325,2025-05-04,1141,2016,401,0.0,0,15,cash
326,2025-05-04,1079,2050,404,3.0,186.78,5,debit
327,2025-05-04,1196,2052,401,1.0,2632.54,5,debit
328,2025-05-04,1081,2082,401,3.0,1066.4,20,storecredit
329,2025-05-04,1119,2087,403,1.0,0,5,debit
330,2025-05-04,1199,2070,402,1.0,30.76,15,cash
331,2025-05-04,1110,2064,401,0.0,0,20,storecredit
332,2025-05-04,1132,2019,403,1.0,1681.07,20,storecredit
333,2025-05-04,1041,2041,402,2.0,643.37,20,storecredit
334,2025-05-04,1132,2036,401,2.0,348.77,5,debit
335,2025-05-04,1050,2081,403,1.0,2686.39,15,cash
336,2025-05-04,1160,2038,401,1.0,0,15,cash
337,2025-05-04,1151,2074,402,1.0,1187.1,15,cash
338,2025-05-04,1168,2079,403,0.0,1901.08,5,debit
339,2025-05-04,1007,2010,401,2.0,62.27,5,debit
340,2025-05-04,1166,2026,404,0.0,0,20,storecredit
341,2025-05-04,1127,2080,403,2.0,1997.42,5,debit
342,2025-05-04,1123,2031,404,2.0,1356.72,15,cash
343,2025-05-04,1116,2009,401,1.0,119.36,20,storecredit
344,2025-05-04,1112,2053,404,3.0,0,20,storecredit
345,2025-05-04,1052,2043,402,2.0,698.76,20,storecredit
346,2025-05-04,1183,2040,403,3.0,103.62,5,debit
347,2025-05-04,1033,2097,403,0.0,4210.5,15,cash
348,2025-05-04,1081,2030,404,0.0,339.94,15,cash
349,2025-05-04,1068,2057,402,1.0,1179.85,15,cash
350,2025-05-04,1024,2006,403,3.0,594,5,debit
351,2025-05-04,1157,2053,402,1.0,1098.27,5,debit
352,2025-05-04,1083,2073,403,1.0,2247.44,20,storecredit
353,2025-05-04,1195,2020,404,3.0,1879.15,5,debit
354,2025-05-04,1127,2039,404,0.0,1952.88,15,cash
355,2025-05-04,1023,2050,404,1.0,0,20,storecredit
356,2025-05-04,1055,2074,403,0.0,1978.5,20,storecredit
357,2025-05-04,1012,2036,404,3.0,653.94,20,storecredit
358,2025-05-04,1073,2068,401,0.0,2460.72,5,debit
359,2025-05-04,1110,2017,403,2.0,370.96,15,cash
360,2025-05-04,1195,2051,403,0.0,117.32,15,cash
361,2025-05-04,1102,2006,402,2.0,792,15,cash
362,2025-05-04,1141,2036,401,3.0,871.92,5,debit
363,2025-05-04,1129,2057,403,0.0,1747.92,5,debit
364,2025-05-04,1032,2012,404,2.0,997.1,20,storecredit
365,2025-05-04,1086,2071,403,1.0,553.64,5,debit
366,2025-05-04,1050,2077,404,0.0,561.83,15,cash
367,2025-05-04,1011,2004,402,2.0,0,20,storecredit
368,2025-05-04,1121,2066,404,1.0,0,20,storecredit
369,2025-05-04,1155,2065,402,2.0,1128.82,20,storecredit
370,2025-05-04,1156,2040,402,3.0,138.16,5,debit
371,2025-05-04,1157,2094,403,2.0,1578.72,15,cash
372,2025-05-04,1129,2065,404,2.0,752.54,15,cash
373,2025-05-04,1121,2002,403,2.0,2771.2,15,cash
374,2025-05-04,1172,2014,404,2.0,197.04,5,debit
375,2025-05-04,1185,2088,401,3.0,2128.05,5,debit
376,2025-05-04,1067,2083,402,0.0,0,20,storecredit
377,2025-05-04,1149,2061,402,3.0,1199.52,5,debit
378,2025-05-04,1037,2087,402,0.0,318.64,15,cash
379,2025-05-04,1146,2089,401,1.0,744.34,20,storecredit
380,2025-05-04,1004,2056,403,3.0,2098.88,20,storecredit
381,2025-05-04,1038,2052,402,3.0,2193.78,20,storecredit
382,2025-05-04,1128,2099,404,0.0,3877.92,5,debit
383,2025-05-04,1180,2017,402,2.0,741.92,15,cash
384,2025-05-04,1169,2061,404,2.0,319.87,15,cash
385,2025-05-04,1044,2058,403,2.0,1066.8,15,cash
386,2025-05-04,1173,2098,403,3.0,3631.44,5,debit
387,2025-05-04,1049,2031,403,2.0,1356.72,5,debit
388,2025-05-04,1057,2038,403,1.0,2501.58,20,storecredit
389,2025-05-04,1176,2090,404,2.0,343.87,5,debit
390,2025-05-04,1122,2044,403,2.0,166.06,15,cash
391,2025-05-04,1031,2073,404,3.0,1498.29,20,storecredit
392,2025-05-04,1088,2098,402,2.0,726.29,20,storecredit
393,2025-05-04,1010,2036,401,2.0,348.77,20,storecredit
394,2025-05-04,1113,2083,403,3.0,3072.64,5,debit
395,2025-05-04,1054,2025,403,2.0,671.09,15,cash
396,2025-05-04,1035,2013,402,1.0,1683.65,15,cash
397,2025-05-04,1012,2085,402,1.0,217.94,15,cash
398,2025-05-04,1013,2012,404,2.0,1994.21,5,debit
399,2025-05-04,1183,2060,401,1.0,367.54,5,debit
400,2025-05-04,1001,2070,402,3.0,102.54,20,storecredit
401,2025-05-04,1167,2060,404,1.0,735.08,5,debit
402,2025-05-04,1193,2036,403,2.0,348.77,15,cash
403,2025-05-04,1165,2007,401,1.0,0,20,storecredit
404,2025-05-04,1136,2094,401,1.0,1776.06,20,storecredit
405,2025-05-04,1106,2022,401,3.0,671.18,20,storecredit
406,2025-05-04,1126,2023,403,0.0,0,5,debit
407,2025-05-04,1002,2038,401,2.0,1482.42,15,cash
408,2025-05-04,1072,2058,404,1.0,1200.15,15,cash
409,2025-05-04,1129,2059,403,1.0,1382.54,15,cash
410,2025-05-04,1028,2042,402,3.0,502.83,5,debit
411,2025-05-04,1165,2032,402,0.0,0,5,debit
412,2025-05-04,1188,2043,403,1.0,1572.21,20,storecredit
413,2025-05-04,1044,2078,404,3.0,426.03,5,debit
414,2025-05-04,1131,2041,401,3.0,3216.84,15,cash
415,2025-05-04,1171,2012,402,1.0,1121.74,20,storecredit
416,2025-05-04,1122,2041,402,0.0,1608.42,20,storecredit
417,2025-05-04,1066,2049,402,3.0,0,20,storecredit
418,2025-05-04,1192,2034,403,2.0,326.81,5,debit
419,2025-05-04,1149,2092,401,2.0,1157.3,15,cash
420,2025-05-04,1167,2046,402,0.0,133.72,15,cash
421,2025-05-04,1170,2015,404,2.0,0,15,cash
422,2025-05-04,1040,2051,403,0.0,469.28,5,debit
423,2025-05-04,1163,2037,403,1.0,0,5,debit
424,2025-05-04,1056,2017,404,1.0,834.66,20,storecredit
425,2025-05-04,1116,2095,403,3.0,490.79,5,debit
426,2025-05-04,1179,2070,404,1.0,61.52,15,cash
427,2025-05-04,1195,2031,401,3.0,1695.9,20,storecredit
428,2025-05-04,1135,2090,403,0.0,0,20,storecredit
429,2025-05-04,1144,2014,401,1.0,443.34,20,storecredit
430,2025-05-04,1146,2068,402,1.0,2952.86,5,debit
431,2025-05-04,1083,2066,404,0.0,516.06,15,cash
432,2025-05-04,1174,2026,404,0.0,423.12,15,cash
433,2025-05-04,1130,2057,401,3.0,1747.92,15,cash
434,2025-05-04,1033,2065,404,3.0,0,5,debit
435,2025-05-04,1144,2007,404,2.0,933.42,5,debit
436,2025-05-04,1185,2002,404,2.0,692.8,20,storecredit
437,2025-05-04,1000,2095,402,0.0,0,5,debit
438,2025-05-04,1011,2054,403,0.0,900.51,15,cash
439,2025-05-04,1138,2007,401,3.0,2333.56,20,storecredit
440,2025-05-04,1008,2036,404,1.0,196.18,20,storecredit
441,2025-05-04,1196,2017,404,2.0,741.92,20,storecredit
442,2025-05-04,1097,2057,404,3.0,436.98,5,debit
443,2025-05-04,1020,2087,402,2.0,637.28,15,cash
444,2025-05-04,1030,2022,404,1.0,604.06,15,cash
445,2025-05-04,1186,2028,401,0.0,2551.76,15,cash
446,2025-05-04,1076,2059,404,3.0,1536.15,5,debit
447,2025-05-04,1058,2031,404,2.0,0,5,debit
448,2025-05-04,1039,2035,402,0.0,899.99,20,storecredit
449,2025-05-04,1008,2084,404,0.0,845.55,5,debit
450,2025-05-04,1061,2026,401,0.0,423.12,15,cash
451,2025-05-04,1152,2004,404,0.0,2781.75,20,storecredit
452,2025-05-04,1062,2094,401,3.0,1973.4,20,storecredit
